datasetid;last-checked-date;contact;predecessor;country;iso-region;source-copyrights;data-classification;restricted-comment;related-datasets;discontinued-data;unit-of-measure;publisher-periodicity;title;description;theme;keyword;license;language;timezone;modified;modified_updates_on_metadata_change;modified_updates_on_data_change;data_processed;metadata_processed;publisher;references;records_count;attributions;source_domain;source_domain_title;source_domain_address;source_dataset;oauth_scope;parent_domain;dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat_ap_ch.domain;dcat_ap_ch.rights;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;semantic.rml_mapping;semantic.classes;semantic.properties;explore.download_count
wages-and-salaries-by-establishment-size-and-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Wages and Salaries by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Wages and Salaries by Establishment Size and Economic Activity 2005-2016 data From the Annual Economic Establishment Survey by General Authority for Statistics , Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, employment, wages, salary, Manufacturing;Public Domain;en;;2018-10-31T11:55:26+00:00;False;False;2018-10-31T12:01:29+00:00;2018-10-31T12:01:30+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Wages & Salaries by class size & economic activity, Wages and Salaries: By Main Economic Activity and Establishment Size;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;31
benefits-and-allowances-by-establishment-size-and-economic-activity;2018-11-01;;General Authority for Statistics;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Benefits and Allowances by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Benefits and Allowances by Establishment Size and Economic Activity 2005-2016 data From the Annual Economic Establishment Survey by General Authority for Statistics , Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-11-01T05:30:43+00:00;False;False;2018-11-01T05:31:49+00:00;2018-11-01T05:31:49+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Wages & Salaries by class size & economic activity, Benefits and allowances: By Main Economic Activity and Establishment Size;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;12
gross-fixed-capital-formation-by-type-and-economic-activity;2018-11-01;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Gross Capital Formation by Type and Economic Activity;"<p>This dataset contains Saudi Arabia Gross Capital Formation by Type and Economic Activity 2010-2016 data From the Annual Economic Establishment Survey by General Authority for Statistics, Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Industry;Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-11-01T05:52:52+00:00;False;False;2018-11-01T05:53:37+00:00;2018-11-01T05:53:38+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;2016;Gross capital formation by economic activity;;;;;;;;;;;;;Annually;;2010 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;14
employees-compensation-by-establishment-size-and-economic-activity;2018-11-01;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Employees Compensation by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Employees Compensation by Establishment Size and Economic Activity 2005-2016 data From the Annual Economic Establishment Survey by General Authority for Statistics, Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-11-01T08:48:20+00:00;False;False;2018-11-01T08:49:22+00:00;2018-11-01T08:49:22+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Employees Compensation by class size & economic activity, Compensation of Employees by Main Economic Activity;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;20
operating-revenues-by-establishment-size-and-economic-activity;2018-11-01;;General Authority for Statistics;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Operating Revenues by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Operating Revenues by Establishment Size and Economic Activity for 2005-2016. Data from the Annual Economic Establishment Survey by General Authority for Statistics. Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Do not include establishments operating in the governmental and external sectors.</p>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Industry;Employee, Revenue, Work, Jobs, Number of employees, Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-11-01T09:21:12+00:00;False;False;2018-10-31T12:45:41+00:00;2018-11-01T09:21:26+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Operating Revenues by class size & economic activity, Total Revenues: By Main Economic Activity and Establishment Size ;;;;;;;;2017-07-17;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;9
operating-surplus-by-establishment-size-and-economic-activity;2018-11-01;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars and Thousand Saudi Riyals;Annualy;Operating Surplus by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Operating Surplus by Establishment Size and Economic Activity for 2005-2016. Data from the Annual Economic Establishment Survey by General Authority for Statistics. Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Do not include establishments operating in the governmental and external sectors.</p><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Industry;Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-11-01T11:24:35+00:00;False;False;2018-11-01T11:25:24+00:00;2018-11-07T07:04:45+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;4276;Operating Surplus by class size & economic activity, Operating surplus by economic activity and size categories of workers;;;;;;;;2017-07-12;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;13
balance-sheet-of-sama-liabilities;2018-11-08;;;Saudi Arabia;EMEA;http://www.sama.gov.sa/en-us/pages/disclaimer.aspx;Public;;;;Million S.R.;Monthly;Balance Sheet of SAMA - Liabilities;"<p>This dataset contains Saudi Arabia Balance Sheet of SAMA 2000-2018 from the Saudi Arabian Monetary Agency , Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Government deposits and reserves were reclassified.</p><p>SAMA Bills  and Repurchase  Agreements** : Representing monetary policy instruments.</p>";Economy;;Public Domain;en;;2018-11-08T07:29:42+00:00;False;True;2018-11-08T07:29:42+00:00;2018-11-08T10:44:03+00:00;Saudi Arabian Monetary Agency;http://www.sama.gov.sa/en-us/EconomicReports/Pages/MonthlyStatistics.aspx;3180;"Table 8b, ""BALANCE SHEET OF SAUDI ARABIAN MONETARY AUTHORITY - LIABILITIES """;;;;;;;;2018-10-28;;;;;Annually, Monthly, Quarterly ;;2000 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;
balance-sheet-of-sama-assets;2018-11-08;;;Saudi Arabia;EMEA;http://www.sama.gov.sa/en-us/pages/disclaimer.aspx;Public;;;;Million S.R.;Monthly;Balance Sheet of SAMA - Assets;"<p>This dataset contains Saudi Arabia Balance Sheet of SAMA 2000-2018 from the Saudi Arabian Monetary Agency , Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p>";Economy;;Public Domain;en;;2018-11-08T07:30:44+00:00;False;True;2018-11-08T07:30:44+00:00;2018-11-08T10:45:26+00:00;Saudi Arabian Monetary Agency;http://www.sama.gov.sa/en-us/EconomicReports/Pages/MonthlyStatistics.aspx;2544;"Table 8a, """"BALANCE SHEET OF SAUDI ARABIAN MONETARY AUTHORITY - ASSETS""";;;;;;;;2018-10-28;;;;;Annually, Monthly, Quarterly ;;2000 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;1
electricity-consumption-indicators-by-category;2018-09-13;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/UsagePolicy/Pages/default.aspx;;;;;MWh/Customer;;Electricity Consumption Indicators By Category;;Electricity;Consumption;;en;;2018-11-08T13:41:41+00:00;False;False;2018-11-08T13:42:02+00:00;2018-11-08T13:42:03+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/SubscriberNumbersAndEnergySold/Pages/Home.aspx;65;;;;;;;;;;;;;;Annually;;2005-2017;;;;;;;;;;;;;;;;;;;;;;;;;7
electricity-consumption-indicators-by-region;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/UsagePolicy/Pages/default.aspx;;;;;MWh/Customer;Annualy;Electricity Consumption Indicators By Region;;Electricity;;Public Domain;en;;2018-11-08T13:42:20+00:00;False;False;2018-11-08T13:30:10+00:00;2018-11-08T13:42:32+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/SubscriberNumbersAndEnergySold/Pages/Home.aspx;52;;;;;;;;;;;;;;Annually;;2005-2017;;;;;;;;;;;;;;;;;;;;;;;;;6
energy-consumption-and-number-of-consumers-by-region;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;Public;;;;Energy sales (GWh);Annualy;Energy Consumption and Number of Customers by Region;<p>This dataset contains Saudi Arabia Energy consumption and number of consumers by region for 2005 - 2016. Data from Electricity and Cogeneration Regulatory Authority. Follow datasource.kapsarc.org for timely data to advance energy economics research.</p>;Electricity, Industry;Energy Consumption, Number of Consumers, region;Public Domain;en;;2018-11-08T13:45:22+00:00;False;False;2018-11-08T11:41:38+00:00;2018-11-08T13:45:28+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/SubscriberNumbersAndEnergySold/Pages/Home.aspx ;26;;;;;;;;;;;;;;Yearly;;2005-2017;Country;;;;;;;;;;;;;;;;;;;;;;;;13
energy-consumption-and-number-of-consumers-by-sector;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;Public;;;;Energy sales (GWh);Annualy;Energy Consumption and Number of Customers by Sector;<p>This dataset contains Saudi Arabia Energy consumption and number of consumers by sector for 2005 - 2016. Data from Electricity and Cogeneration Regulatory Authority. Follow datasource.kapsarc.org for timely data to advance energy economics research.</p>;Electricity, Industry, Residential;Energy Consumption, Number of Consumers, Sector;Public Domain;en;;2018-11-08T13:46:13+00:00;False;False;2018-11-08T12:17:43+00:00;2018-11-08T13:46:27+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/SubscriberNumbersAndEnergySold/Pages/Home.aspx ;130;;;;;;;;;;;;;;Yearly;;2000-2017;Country;;;;;;;;;;;;;;;;;;;;;;;;17
electricity-number-of-customers;2018-11-08;;;Saudi Arabia;;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;KWh;;Electricity - Number of Customers;;Electricity;Energy Consumption;;en;;2018-11-08T13:50:10+00:00;False;False;2018-11-08T13:50:24+00:00;2018-11-08T13:50:25+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;3
electricity-consumption-per-capita;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;KWh;;Electricity Consumption per Capita;;Electricity;Energy Consumption;;en;;2018-11-08T13:52:37+00:00;False;False;2018-11-08T13:52:56+00:00;2018-11-08T13:52:56+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;8
electricity-customers-gross-rate;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;%;;Electricity Customers Gross Rate;;Electricity;;;en;;2018-11-08T13:54:44+00:00;False;False;2018-11-08T13:56:54+00:00;2018-11-08T13:56:55+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;3
electricity-consumption-per-customer;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;KWh;;Electricity Consumption per Customer;;Electricity;;;en;;2018-11-08T13:59:12+00:00;False;False;2018-11-08T13:59:29+00:00;2018-11-08T13:59:30+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;5
electricity-peak-load-gross-rate;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;%;;Electricity Peak Load Gross Rate;;Electricity;Peak Load;;en;;2018-11-11T05:49:51+00:00;False;False;2018-11-11T05:51:36+00:00;2018-11-11T05:51:37+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;2
electricity-peak-load;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;MW;;Electricity Peak Load;;Electricity;Peak Load;;en;;2018-11-11T05:55:19+00:00;False;False;2018-11-11T05:55:40+00:00;2018-11-11T05:55:41+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;3
energy-sales-gross-rate;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;%;;Energy Sales Gross Rate;;Electricity;Energy Sale;;en;;2018-11-11T05:58:38+00:00;False;False;2018-11-11T05:59:03+00:00;2018-11-11T05:59:04+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;5
energy-sales-gwh;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;;;;;GWh;;Energy Sales (GWh);;Electricity;;;en;;2018-11-11T06:02:55+00:00;False;False;2018-11-11T06:03:16+00:00;2018-11-11T06:03:17+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/DataAndStatistics/NationalRecord/HistoricalData/Pages/Home.aspx;28;;;;;;;;;;;;;;Annually;;1990-2017;;;;;;;;;;;;;;;;;;;;;;;;;10
fuel-consumption-for-electricity;2018-11-08;;;Saudi Arabia;;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;Public;;;;TBtu;;Fuel Consumption for Electricity and Seawater Desalination Industries;<p>This dataset contains  Fuel Consumption for Electricity and Seawater Desalination Industries for 2007 - 2016. Data from Electricity and Cogeneration Regulatory Authority. Follow datasource.kapsarc.org for timely data to advance energy economics research.</p>;Electricity, Crude Oil & Refined Products, Natural Gas;Fuel Consumption, Electricity Generation;Public Domain;en;;2018-11-11T09:54:37+00:00;False;False;2018-11-11T09:55:27+00:00;2018-11-11T09:55:27+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/MediaCenter/doclib2/Pages/SubCategoryList.aspx?categoryID=5;44;"""Yearly Fuel Consumption""";;;;;;;;;;;;;Annually;;2007 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;73
